,relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
5949716,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7097,1,gene/protein,A1BG,NCBI
5949717,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2174,19,gene/protein,ABCA1,NCBI
5949718,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8038,43,gene/protein,ACHE,NCBI
5949719,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5925,52,gene/protein,ACP1,NCBI
5949720,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,238,60,gene/protein,ACTB,NCBI
5949721,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8641,104,gene/protein,ADARB1,NCBI
5949722,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7359,113,gene/protein,ADCY7,NCBI
5949723,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8757,116,gene/protein,ADCYAP1,NCBI
5949724,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,6552,117,gene/protein,ADCYAP1R1,NCBI
5949725,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5399,132,gene/protein,ADK,NCBI
5949726,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8222,133,gene/protein,ADM,NCBI
5949727,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,11143,134,gene/protein,ADORA1,NCBI
5949728,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4969,135,gene/protein,ADORA2A,NCBI
5949729,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1659,148,gene/protein,ADRA1A,NCBI
5949730,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2472,150,gene/protein,ADRA2A,NCBI
5949731,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,11375,159,gene/protein,ADSS2,NCBI
5949732,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3321,175,gene/protein,AGA,NCBI
5949733,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1694,177,gene/protein,AGER,NCBI
5949734,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,995,182,gene/protein,JAG1,NCBI
5949735,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1057,207,gene/protein,AKT1,NCBI
5949736,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5856,216,gene/protein,ALDH1A1,NCBI
5949737,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3829,218,gene/protein,ALDH3A1,NCBI
5949738,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2149,221,gene/protein,ALDH3B1,NCBI
5949739,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,390,238,gene/protein,ALK,NCBI
5949740,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7678,239,gene/protein,ALOX12,NCBI
5949741,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3345,288,gene/protein,ANK3,NCBI
5949742,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5782,321,gene/protein,APBA2,NCBI
5949743,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2037,324,gene/protein,APC,NCBI
5949744,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7500,337,gene/protein,APOA4,NCBI
5949745,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2368,347,gene/protein,APOD,NCBI
5949746,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3879,348,gene/protein,APOE,NCBI
5949747,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4549,350,gene/protein,APOH,NCBI
5949748,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2400,355,gene/protein,FAS,NCBI
5949749,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,10115,361,gene/protein,AQP4,NCBI
5949750,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,908,392,gene/protein,ARHGAP1,NCBI
5949751,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2391,421,gene/protein,ARVCF,NCBI
5949752,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3106,427,gene/protein,ASAH1,NCBI
5949753,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1970,468,gene/protein,ATF4,NCBI
5949754,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3666,472,gene/protein,ATM,NCBI
5949755,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7123,488,gene/protein,ATP2A2,NCBI
5949756,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5963,551,gene/protein,AVP,NCBI
5949757,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,10632,552,gene/protein,AVPR1A,NCBI
5949758,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3400,573,gene/protein,BAG1,NCBI
5949759,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1748,595,gene/protein,CCND1,NCBI
5949760,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2429,596,gene/protein,BCL2,NCBI
5949761,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4842,607,gene/protein,BCL9,NCBI
5949762,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,6329,627,gene/protein,BDNF,NCBI
5949763,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4127,637,gene/protein,BID,NCBI
5949764,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,554,672,gene/protein,BRCA1,NCBI
5949765,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7305,685,gene/protein,BTC,NCBI
5949766,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1183,688,gene/protein,KLF5,NCBI
5949767,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8293,694,gene/protein,BTG1,NCBI
5949768,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2507,713,gene/protein,C1QB,NCBI
5949769,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2787,774,gene/protein,CACNA1B,NCBI
5949770,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,7177,775,gene/protein,CACNA1C,NCBI
5949771,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1165,778,gene/protein,CACNA1F,NCBI
5949772,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,402,780,gene/protein,DDR1,NCBI
5949773,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8486,783,gene/protein,CACNB2,NCBI
5949774,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5961,793,gene/protein,CALB1,NCBI
5949775,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1335,816,gene/protein,CAMK2B,NCBI
5949776,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2712,836,gene/protein,CASP3,NCBI
5949777,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,11086,837,gene/protein,CASP4,NCBI
5949778,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,489,857,gene/protein,CAV1,NCBI
5949779,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2408,875,gene/protein,CBS,NCBI
5949780,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,11239,885,gene/protein,CCK,NCBI
5949781,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,13800,886,gene/protein,CCKAR,NCBI
5949782,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,251,890,gene/protein,CCNA2,NCBI
5949783,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4435,894,gene/protein,CCND2,NCBI
5949784,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4222,989,gene/protein,SEPTIN7,NCBI
5949785,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2994,995,gene/protein,CDC25C,NCBI
5949786,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1237,998,gene/protein,CDC42,NCBI
5949787,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,985,1020,gene/protein,CDK5,NCBI
5949788,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3588,1028,gene/protein,CDKN1C,NCBI
5949789,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,6521,1068,gene/protein,CETN1,NCBI
5949790,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,6606,1103,gene/protein,CHAT,NCBI
5949791,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,746,1108,gene/protein,CHD4,NCBI
5949792,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,108,1111,gene/protein,CHEK1,NCBI
5949793,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,2604,1113,gene/protein,CHGA,NCBI
5949794,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1394,1114,gene/protein,CHGB,NCBI
5949795,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1458,1116,gene/protein,CHI3L1,NCBI
5949796,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,10106,1128,gene/protein,CHRM1,NCBI
5949797,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4468,1129,gene/protein,CHRM2,NCBI
5949798,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1922,1132,gene/protein,CHRM4,NCBI
5949799,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,6090,1133,gene/protein,CHRM5,NCBI
5949800,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4814,1136,gene/protein,CHRNA3,NCBI
5949801,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8136,1137,gene/protein,CHRNA4,NCBI
5949802,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,3344,1138,gene/protein,CHRNA5,NCBI
5949803,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,13566,1139,gene/protein,CHRNA7,NCBI
5949804,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,8317,1141,gene/protein,CHRNB2,NCBI
5949805,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4227,1152,gene/protein,CKB,NCBI
5949806,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,1127,1191,gene/protein,CLU,NCBI
5949807,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,5438,1234,gene/protein,CCR5,NCBI
5949808,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,439,1267,gene/protein,CNP,NCBI
5949809,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,9196,1268,gene/protein,CNR1,NCBI
5949810,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,457,1269,gene/protein,CNR2,NCBI
5949811,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4156,1270,gene/protein,CNTF,NCBI
5949812,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4182,1281,gene/protein,COL3A1,NCBI
5949813,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,452,1312,gene/protein,COMT,NCBI
5949814,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,4184,1356,gene/protein,CP,NCBI
5949815,disease_protein,associated with,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped,389,1385,gene/protein,CREB1,NCBI
3084053,disease_phenotype_negative,phenotype absent,27158,13924_12592_14672_13460_12591_12536_30861_8146_8148_32846_13459_44329_14544_9805_49223_9804_14086_8147_13515_14029_12581_19019,disease,osteogenesis imperfecta,MONDO_grouped,22304,365,effect/phenotype,Hearing impairment,HPO
